ID,STNNBR,CASTNO,SAMPNO,DATE,TIME,lat,long,press,O2,FLOR,NOx,NOx_STD,NO2,PO4,NH4,PH_TOT,Iodate,Iodide,Total_I,NO3,Abs sal,Consv temp,pdens,Consv temp_resid,Abs sal_resid,PO4_resid,NO3_resid,13CW_frac_total,NEPIW_frac_total,AAIW_frac_total,13CW_frac,NEPIW_frac,AAIW_frac,aerobic_remin,anaerobic_remin,NO3_to_aerobic_remin_ratio,PO4_to_aerobic_remin_ratio,NO3_to_anaerobic_remin_ratio,PO4_to_anaerobic_remin_ratio
1103.0,1.0,1.0,3.0,6/30/2018,6:30:11,13.99666,-101.99637,674.359,1.936,0.0216,37.24925061,0.924901401,0.0,3.439116379,0.0,7.338867,0.0,382.0614837,382.0614837,37.24925061,34.734,6.1718,27.192,5.0909961675280777e-14,1.548592028987137e-15,4.481238071417275e-14,6.085966521181819e-13,6.46658154516821e-15,0.0,6.462270535014726e-15,6.46658154516821e-15,0.0,6.462270535014726e-15,4.9663877532365744e-14,4.6027415078689346e-17,5.2695259619608686e-15,0.0,5.716955496952693e-13,0.0
1104.0,1.0,1.0,4.0,6/30/2018,6:30:11,13.99634,-101.99632,575.667,1.906,0.018,33.8503465,0.194726477,0.363868225,3.390625,0.0,7.348678,0.0,430.1648513,430.1648513,33.48647828,34.74,6.9091,27.099,3.649326997659407e-06,3.665926041030931e-05,1.6106417716044947e-06,2.209510843930047e-05,0.0004065018044384158,0.0008120773837505184,0.00040557557931210255,0.0004065018044384158,0.0008120773837505184,0.00040557557931210255,7.45476923007897e-05,1.4000883119231173e-06,5.402548150656424e-05,0.0,9.358205437868047e-05,0.0
1105.0,1.0,1.0,5.0,6/30/2018,6:30:11,13.9959,-101.99632,475.147,1.814,0.0238,27.69798114,0.023694228,0.495642933,4.155711207,0.0,7.3635345,21.39739448,525.397834,546.7952285,27.20233821,34.762,8.0606,26.951,5.073335641583321e-06,4.4393013224279554e-05,1.8256340700518959e-06,2.4846591812993135e-05,0.0004921111259250906,0.000982934603210248,0.0004908234772851574,0.0004921111259250906,0.000982934603210248,0.0004908234772851574,9.029064985363387e-05,1.693796974565272e-06,8.411323507489504e-06,0.0,4.920375172836172e-05,0.0
1106.0,1.0,1.0,6.0,6/30/2018,6:30:11,13.99568,-101.99632,399.99,1.739,0.0282,24.04255278,0.05239892,0.733687566,3.379849138,0.0,7.371854,18.40011746,533.4605037,551.8606212,23.30886521,34.803,9.0865,26.823,8.6820572790926e-06,6.72799007047167e-05,2.684456893069046e-06,3.641494656192453e-05,0.0007455957253108541,0.0014889878827843966,0.0007433921574735666,0.0007455957253108541,0.0014889878827843966,0.0007433921574735666,0.00013675854582711756,2.5655060994489804e-06,9.771542779193042e-05,1.1905815549843722e-16,9.924918371910177e-05,2.482534153247273e-17
1107.0,1.0,1.0,7.0,6/30/2018,6:30:11,13.9953,-101.99648,341.438,1.698,0.0304,25.43898037,0.178732762,0.786822529,3.476831897,0.0,7.380199,23.99823807,507.4418401,531.4400782,24.65215784,34.843,9.9443,26.713,2.2430383235452065e-09,5.909736752705867e-11,5.570552520589289e-10,7.538445923733455e-09,1.505941105073255e-10,2.681109695064854e-10,4.187051083183692e-10,1.505941105073255e-10,2.681109695064854e-10,4.187051083183692e-10,7.778342615944836e-10,2.46247419572386e-11,2.0245052807265818e-10,0.0,5.316223389083383e-10,0.0
1108.0,1.0,1.0,8.0,6/30/2018,6:30:11,13.99502,-101.9967,301.458,1.66,0.0326,26.79845902,0.173309684,1.384059511,2.932650862,0.0,7.391718,18.25796204,552.1175993,570.3755613,25.41439951,34.88,10.603,26.628,6.581515958029982e-15,0.0,5.420071965429101e-15,6.968663955551702e-14,2.071837990782646e-15,2.491058875966262e-15,4.3779966658897505e-16,2.071837990782646e-15,2.491058875966262e-15,4.3779966658897505e-16,6.965703265289641e-15,1.137910901701195e-15,6.305441271087932e-15,0.0,3.8268185300935945e-13,0.0
1109.0,1.0,1.0,9.0,6/30/2018,6:30:11,13.99476,-101.99682,258.499,1.68,0.0316,22.24675386,0.051142104,1.896280553,2.814116379,0.0,7.399581,18.00168184,558.7001654,576.7018472,20.35047331,34.907,11.178,26.545,6.504086358515012e-14,0.0,3.4359384780845197e-14,4.59157525071351e-13,1.1616562253927335e-14,6.5960371887520365e-15,5.0464338514870726e-15,1.1616562253927335e-14,6.5960371887520365e-15,5.0464338514870726e-15,4.070044969105083e-14,4.4147945634195513e-16,6.158478269931283e-14,0.0,4.3871914456658573e-13,1.1905815549843722e-16
1110.0,1.0,1.0,10.0,6/30/2018,6:30:11,13.9945,-101.99692,226.427,1.591,0.0324,23.74312003,0.146841767,1.713496281,2.684806034,0.0,7.4145,21.98203369,604.8949783,626.877012,22.02962375,34.938,11.743,26.464,6.929949155798976e-14,1.5485926119550682e-15,4.684490770120866e-14,6.341484199552049e-13,2.0761882990849365e-14,2.388492458133294e-14,3.0979002485682735e-15,2.0761882990849365e-14,2.388492458133294e-14,3.0979002485682735e-15,4.6784417493819786e-14,4.682670792574325e-15,1.9358214907790167e-13,0.0,8.734070385254252e-13,0.0
2103.0,2.0,1.0,3.0,6/30/2018,21:33:59,13.99825,-102.99587,624.026,1.89,0.0209,35.79420632,0.575895103,0.372472142,3.417679558,0.0,7.360357,13.44125577,446.3680909,459.8093467,35.42173418,34.738,6.6942,27.127,2.1138865258649763e-09,5.083408066776448e-11,8.381981595987124e-10,1.1517563108201414e-08,8.793173903840043e-11,3.606559269237154e-10,4.4858768303305175e-10,8.793173903840043e-11,3.606559269237154e-10,4.4858768303305175e-10,1.0463302175973094e-09,3.313005075741356e-11,5.193745246346079e-10,0.0,1.3983816642793104e-09,0.0
2104.0,2.0,1.0,4.0,6/30/2018,21:33:59,13.9983,-102.99596,525.667,1.804,0.0241,29.50812366,0.071037134,0.593272802,3.301657459,0.0,7.363321,19.27747671,501.2877251,520.5652018,28.91485086,34.755,7.5875,27.015,6.524500485625804e-06,6.0720975877651144e-05,2.553102767903312e-06,3.488011683680862e-05,0.0006732055412162881,0.0013447551178423429,0.0006715495766260668,0.0006732055412162881,0.0013447551178423429,0.0006715495766260668,0.00012351206971933842,2.317010365551561e-06,0.0002249220795152342,0.0,0.00012560142794051812,0.0
