ID,STNNBR,CASTNO,SAMPNO,DATE,TIME,lat,long,press,O2,FLOR,NOx,NOx_STD,NO2,PO4,NH4,PH_TOT,Iodate,Iodide,Total_I,NO3,Abs sal,Consv temp,pdens
11105,11,1,5,7/10/2018,16:33:57,14.00113,-111.99909,309.821,0.656,0.0752,30.68881495,0.589050184,0.058100791,2.766391185,0.005048555,7.378762,24.05838671,329.8239133,353.8823,30.63071416,34.827,10.067,26.679
11106,11,1,6,7/10/2018,16:33:57,14.0011,-111.99906,300.127,0.791,0.0399,29.8260088,1.298152615,0,2.793939394,0.013863859,7.379418,260.5486755,116.5189016,377.0675771,29.8260088,34.816,10.133,26.66
11107,11,1,7,7/10/2018,16:33:57,14.00112,-111.99896,290.528,0.853,0.0393,28.17478816,0.503028221,0,2.766391185,0.004993413,7.3821965,307.3646697,73.1744859,380.5391556,28.17478816,34.824,10.243,26.646
11108,11,1,8,7/10/2018,16:33:57,14.00108,-111.9989,280.946,0.953,0.0451,29.52015496,0.429014897,0,2.72231405,0.016145739,7.382793,414.3783172,56.70483931,471.0831565,29.52015496,34.819,10.333,26.627
11109,11,1,9,7/10/2018,16:33:57,14.00104,-111.99888,269.8,0.937,0.0517,27.7339786,0.18201629,0,2.705785124,0.015853847,7.386189,432.7477327,14.83807413,447.5858068,27.7339786,34.82,10.407,26.615
11110,11,1,10,7/10/2018,16:33:57,14.00096,-111.99896,262.007,0.815,0.0303,29.26940291,0.214696518,0.001978342,2.72231405,0.007943673,7.385697,421.3422243,305.0424825,726.3847068,29.26742457,34.824,10.489,26.604
11111,11,1,11,7/10/2018,16:33:57,14.00092,-111.99894,250.335,0.788,0.0336,28.62660955,1.064967715,0,2.72231405,0.00571477,7.388323,421.4507661,52.056397,473.5071631,28.62660955,34.83,10.602,26.588
11112,11,1,12,7/10/2018,16:33:57,14.00092,-111.99888,230.992,0.656,0.0412,24.27097494,1.156511741,0,2.700275482,0.004801829,7.393866,426.4902091,26.72084719,453.2110563,24.27097494,34.846,10.881,26.552
11113,11,1,13,7/10/2018,16:33:57,14.0009,-111.99888,215.059,0.64,0.033,24.52728087,1.511284027,0.00603915,2.69476584,0.006235509,7.396275,370.6376754,93.82726224,464.4649376,24.52124172,34.853,11.067,26.523
11114,11,1,14,7/10/2018,16:33:57,14.00085,-111.99896,199.371,0.638,0.0338,24.20726239,0.176736366,0.018533944,2.716804408,0.004840033,7.402611,19.46000271,179.9489039,199.4089066,24.18872845,34.867,11.381,26.477
11115,11,1,15,7/10/2018,16:33:57,14.00078,-111.99884,177.154,0.748,0.0242,26.44506432,0.804573555,0.008121616,2.678236915,0.011322456,7.4085645,288.4749424,216.2930608,504.7680032,26.4369427,34.877,11.742,26.417
11116,11,1,16,7/10/2018,16:33:57,14.00074,-111.99886,152.078,0.598,0.0695,25.34051792,0.328346411,0.155976676,2.672727273,0.00541008,7.415555,253.803575,472.1855942,725.9891692,25.18454124,34.903,12.38,26.316
11117,11,1,17,7/10/2018,16:33:57,14.0007,-111.99888,138.007,0.628,0.204,22.57065726,1.44596041,0.008121616,2.661707989,0.006312858,7.414432,48.91102408,317.2902588,366.2012829,22.56253564,34.871,12.597,26.249
11118,11,1,18,7/10/2018,16:33:57,14.00062,-111.99897,124.004,0.581,0.3277,23.34304268,0.733252072,0,2.595592287,0.005978621,7.422145,88.03433011,345.3106972,433.3450273,23.34304268,34.877,13.23,26.127
11119,11,1,19,7/10/2018,16:33:57,14.00055,-111.99908,115.636,0.615,0.4864,23.79202908,0.344028245,0.01332778,2.617630854,0.007277552,7.430147,119.222021,347.7006758,466.9226968,23.7787013,34.879,13.696,26.033
11120,11,1,20,7/10/2018,16:33:57,14.0005,-111.99902,108.627,0.705,0.3554,17.55535936,0.448007244,0.008121616,2.534986226,0.032991757,7.435936,169.2081263,295.2447668,464.4528931,17.54723774,34.864,14.087,25.94
11121,11,1,21,7/10/2018,16:33:57,14.0005,-111.99902,108.227,0.703,0.3699,25.6228053,1.267006122,0.008121616,2.474380165,0.007666366,7.435297,157.1617041,259.8071535,416.9688576,25.61468368,34.862,14.133,25.929
11122,11,1,22,7/10/2018,16:33:57,14.00046,-111.99908,99.659,2.494,0.2931,24.46627903,0.102905076,0.016451479,2.562534435,0.007987052,7.4444255,164.6528144,270.4384374,435.0912518,24.44982755,34.829,14.674,25.789
11123,11,1,23,7/10/2018,16:33:57,14.00044,-111.9991,75.543,95.11,0.6097,10.33767847,1.059616829,0.474593919,1.433057851,0.016286322,7.680493,20.28871111,205.7029834,225.9916945,9.863084551,34.329,17.51,24.762
11124,11,1,24,7/10/2018,16:33:57,14.00035,-111.99904,2.231,189.22,0.0742,0,-999,0,0.242975207,0.008063083,8.069719,221.37196,163.2190539,384.5910139,0,34.06,28.377,21.462
12201,12,2,1,7/11/2018,3:38:51,13.99901,-112.99931,699.942,3.867,0.0443,43.71685335,0.032847406,0.009016393,3.418851088,0,7.3583,384.5420945,54.15051381,438.6926083,43.70783696,34.695,5.9881,27.186
12202,12,2,2,7/11/2018,3:38:51,13.99912,-112.999,545.697,0.752,0.0558,29.78792508,0.073213068,0.003893443,3.190184049,0,7.364145,327.5728953,135.5916559,463.1645512,29.78403164,34.73,7.3578,27.028
12203,12,2,3,7/11/2018,3:38:51,13.99918,-112.99884,451.614,0.842,0.0577,36.01736744,1.21561454,0.002868852,3.067484663,0,7.368443,408.3502493,26.58297951,434.9332288,36.01449859,34.751,8.3314,26.901
12204,12,2,4,7/11/2018,3:38:51,13.99916,-112.99886,390.059,0.679,0.0591,35.48716278,0.409755026,0.002868852,3.000557724,0,7.376233,385.1809915,59.87323857,445.0542301,35.48429393,34.778,9.0025,26.817
12205,12,2,5,7/11/2018,3:38:51,13.99906,-112.9989,349.601,0.648,0.0429,27.83335196,0.071099882,0.002868852,2.98382599,0,7.375001,227.288941,302.4429266,529.7318676,27.83048311,34.802,9.4882,26.757
,,,,,,,,,,,,,,,,,,,,,,,
12207,12,2,7,7/11/2018,3:38:51,13.99896,-112.99899,270.38,0.616,0.0506,27.64245561,0.041614616,1.711885246,2.788622421,0,7.38719,0,478.1244231,478.1244231,25.93057036,34.859,10.55,26.621
12208,12,2,8,7/11/2018,3:38:51,13.99902,-112.99878,240.997,0.612,0.0234,29.86114584,1.121662239,1.304098361,2.732849972,0,7.396357,0,454.8950834,454.8950834,28.55704748,34.881,10.97,26.562
12209,12,2,9,7/11/2018,3:38:51,13.99904,-112.99844,208.127,0.621,0.0311,23.46349694,1.645765746,0.847131148,2.716118238,0,7.405447,0,521.5063688,521.5063688,22.61636579,34.902,11.355,26.508
12210,12,2,10,7/11/2018,3:38:51,13.99906,-112.9984,178.561,0.623,0.0333,30.42616584,1.321763767,1.000819672,2.649191299,0,7.414474,0,504.3074272,504.3074272,29.42534617,34.921,11.763,26.447
12211,12,2,11,7/11/2018,3:38:51,13.99897,-112.99847,160.772,0.601,0.0256,31.98445658,0.41436917,1.211885246,2.621305075,0,7.419726,16.51100029,488.4622485,504.9732488,30.77257133,34.927,12.063,26.395
12212,12,2,12,7/11/2018,3:38:51,13.99898,-112.9983,156.067,0.591,0.0733,30.11276376,0.62201474,1.375819672,2.704963748,0,7.421158,0,526.3157895,526.3157895,28.73694409,34.927,12.17,26.374
12213,12,2,13,7/11/2018,3:38:51,13.99904,-112.9981,150.215,0.606,0.0892,29.35866355,0.896126616,1.545901639,2.668711656,0,7.420564,26.61718979,546.8907872,573.507977,27.81276191,34.928,12.26,26.358
12214,12,2,14,7/11/2018,3:38:51,13.99905,-112.99794,144.868,0.595,0.1122,28.47635601,0.915315594,1.732377049,2.727272727,0,7.421384,19.88853036,525.9943051,545.8828355,26.74397896,34.924,12.405,26.326
12215,12,2,15,7/11/2018,3:38:51,13.99915,-112.99767,140.229,0.605,0.1783,28.67363994,0.068968634,1.625819672,2.760736196,0,7.426099,15.74889997,539.6344264,555.3833264,27.04782027,34.925,12.535,26.302
12216,12,2,16,7/11/2018,3:38:51,13.99934,-112.99758,130.28,0.605,0.2578,28.68156352,1.196320761,1.461885246,2.693809258,0,7.423767,23.40510414,542.2522274,565.6573315,27.21967827,34.92,12.801,26.246
12217,12,2,17,7/11/2018,3:38:51,13.9994,-112.99762,120.325,0.629,0.4063,28.33560679,0.288590275,0.478278689,2.253206916,0.021302372,7.427923,10.27339396,541.5633324,551.8367264,27.8573281,34.909,13.154,26.167
12218,12,2,18,7/11/2018,3:38:51,13.99944,-112.9977,110.473,0.685,0.576,28.84731252,0.527380569,0.017213115,2.838817624,0,7.43202,0,384.8626803,384.8626803,28.83009941,34.89,13.638,26.054
12219,12,2,19,7/11/2018,3:38:51,13.99942,-112.99774,100.829,0.875,0.8838,29.39858586,0.089419,0.006967213,2.571109872,0,7.439298,20.20533881,278.4054377,298.6107765,29.39161865,34.857,14.381,25.873
12220,12,2,20,7/11/2018,3:38:51,13.99942,-112.99783,84.943,2.922,0.2668,30.73397725,0.380923416,0.017213115,2.403792526,0,7.474337,151.085949,219.0686139,370.1545629,30.71676414,34.87,16.194,25.481
12221,12,2,21,7/11/2018,3:38:51,13.99943,-112.99796,68.889,35.248,0.4392,26.19691911,0.956371202,0.098155738,1.957612939,0,7.59307,254.9392784,177.4134289,432.3527073,26.09876337,34.752,18.985,24.716
12222,12,2,22,7/11/2018,3:38:51,13.99943,-112.99807,54.967,163.658,1.2366,3.834750332,-999,0.480327869,0.552147239,0.114141519,7.987227,211.9923731,201.9380913,413.9304644,3.354422463,34.21,26.693,22.113
12223,12,2,23,7/11/2018,3:38:51,13.99948,-112.99802,40.239,189.173,0.7298,0.156487765,-999,0.021311475,0.250976018,0.015589994,8.064854,183.8703432,233.5354092,417.4057524,0.13517629,34.107,28.058,21.601
12224,12,2,24,7/11/2018,3:38:51,13.99954,-112.99786,20.84,189.084,0.1246,0,-999,0.013114754,0.250976018,0,8.070109,189.5728953,232.3872508,421.9601461,-0.013114754,34.115,28.516,21.457
13101,13,1,1,7/11/2018,12:11:35,13.99938,-113.99738,598.401,3.527,0.0604,41.4142129,0.025031566,0,3.218627998,0,7.350188,412.2962746,19.07574918,431.3720238,41.4142129,34.691,6.9463,27.055
13102,13,1,2,7/11/2018,12:11:35,13.99908,-113.9969,500.968,2.877,0.0583,37.32248526,0.705927678,0,3.056887897,0,7.361596,421.3393957,11.66082087,433.0002166,37.32248526,34.73,8.0653,26.925
13103,13,1,3,7/11/2018,12:11:35,13.99901,-113.99672,398.75,2.42,0.0514,36.16168463,0.206691553,0,2.900725042,0,7.374129,439.5453212,35.75164605,475.2969673,36.16168463,34.777,9.2039,26.785
13104,13,1,4,7/11/2018,12:11:35,13.99882,-113.9966,326.352,1.303,0.0506,32.743628,0.709989133,0,2.7836029,0,7.383176,365.549428,69.25727648,434.8067045,32.743628,34.82,9.9641,26.691
13105,13,1,5,7/11/2018,12:11:35,13.99864,-113.99628,298.812,1.114,0.0374,32.62078874,0.356946859,0,2.750139431,0,7.384445,328.7450865,105.96271,434.7077965,32.62078874,34.831,10.19,26.661
13106,13,1,6,7/11/2018,12:11:35,13.99847,-113.99585,280.016,1.138,0.0511,31.55825733,0.276676447,0,2.738984941,0,7.389274,297.9548255,130.6688819,428.6237074,31.55825733,34.841,10.429,26.628
13107,13,1,7,7/11/2018,12:11:35,13.99834,-113.99562,259.312,0.847,0.052,31.27319984,0.007509168,0,2.727830452,0,7.392591,252.0915224,193.8034582,445.8949806,31.27319984,34.854,10.713,26.587
13108,13,1,8,7/11/2018,12:11:35,13.99821,-113.9953,240.163,1.216,0.0292,31.06771829,0.088799029,0,2.677635248,0,7.400652,316.1783514,157.5287675,473.7071189,31.06771829,34.866,10.987,26.548
13109,13,1,9,7/11/2018,12:11:35,13.9981,-113.99491,200.633,0.73,0.0245,30.89122146,0.22055163,0,2.672058003,0,7.407985,321.488413,144.3911144,465.8795274,30.89122146,34.883,11.476,26.471
13110,13,1,10,7/11/2018,12:11:35,13.99816,-113.99498,180.07,0.629,0.0344,30.28775874,0.412518395,0.003932933,2.666480759,0,7.414138,263.8627163,193.8342256,457.6969419,30.28382581,34.898,11.776,26.427
13111,13,1,11,7/11/2018,12:11:35,13.99824,-113.99516,160.376,0.633,0.0536,30.2017698,0.175737229,0.179879942,2.644171779,0,7.414818,49.59636257,460.8331795,510.4295421,30.02188986,34.907,12.045,26.383
13112,13,1,12,7/11/2018,12:11:35,13.99828,-113.9953,150.108,0.611,0.138,29.93217983,0.006335749,0.136410681,2.6218628,0,7.41896,62.13141684,685.2209057,747.3523225,29.79576915,34.909,12.228,26.349
13113,13,1,13,7/11/2018,12:11:35,13.99813,-113.99507,146.85,0.602,0.1315,29.79323363,1.210688077,0.279238253,2.6218628,0,7.420388,89.59166911,508.3585928,597.9502619,29.51399538,34.911,12.324,26.332
13114,13,1,14,7/11/2018,12:11:35,13.99821,-113.9951,128.774,0.606,0.1747,28.66346934,0.262358491,0.018422687,2.633017289,0,7.423578,98.18773834,418.3889042,516.5766425,28.64504665,34.886,12.906,26.198
13115,13,1,15,7/11/2018,12:11:35,13.99832,-113.99516,125.013,0.586,0.2918,27.93274928,1.621586308,0.014282757,2.638594534,0,7.425126,133.1088296,430.8349408,563.9437704,27.91846652,34.884,13.132,26.152
13116,13,1,16,7/11/2018,12:11:35,13.99835,-113.99524,115.904,0.646,0.7251,26.67508593,1.525011153,0.003932933,2.627440045,0,7.431345,131.813435,444.75062,576.564055,26.671153,34.882,13.606,26.054
13117,13,1,17,7/11/2018,12:11:35,13.9983,-113.9952,107.373,0.726,0.7183,27.57910306,0.755805633,0,2.644171779,0,7.431931,165.6309768,363.8284192,529.459396,27.57910306,34.865,13.895,25.981
13118,13,1,18,7/11/2018,12:11:35,13.99824,-113.99512,95.727,0.779,0.6478,27.05553821,0.081613018,0,2.554935862,0,7.441032,208.4441185,384.8626803,593.3067988,27.05553821,34.825,14.894,25.737
13119,13,1,19,7/11/2018,12:11:35,13.9982,-113.99503,85.559,1.109,0.3469,27.62841792,0.280817315,0.018422687,2.532626882,0,7.461489,206.9199179,334.6192707,541.5391886,27.60999523,34.773,16.181,25.41
13120,13,1,20,7/11/2018,12:11:35,13.99816,-113.99497,74.655,19.829,0.3529,26.84578991,0.779808037,0.045332229,2.214723926,0,7.544127,265.0102669,187.7009277,452.7111946,26.80045768,34.786,18.435,24.88
13121,13,1,21,7/11/2018,12:11:35,13.99813,-113.9949,64.63,53.806,0.4886,21.41920096,0.427761643,0.455185262,1.802007808,0.000270948,7.660709,273.4743326,196.1972995,469.6716321,20.9640157,34.574,21.304,23.97
13122,13,1,22,7/11/2018,12:11:35,13.99808,-113.99486,52.967,141.248,0.7128,6.731451686,0.33860896,1.043055268,0.853876185,0.104075052,7.9130665,180.2780874,207.8625884,388.1406758,5.688396418,34.35,25.021,22.733
13123,13,1,23,7/11/2018,12:11:35,13.99806,-113.99486,45,189.054,0.4897,1.071118803,0.00077581,0.103291244,0.368655884,0.054331606,8.039373,240.5508947,226.2331221,466.7840168,0.967827559,34.103,27.599,21.747
13124,13,1,24,7/11/2018,12:11:35,13.99782,-113.99468,8.565,190.225,0.1084,0.890897201,0.066943616,0,0.290574456,0.008436124,8.065298,228.1355236,233.6731882,461.8087118,0.890897201,34.022,28.401,21.426
14101,14,1,1,7/11/2018,20:43:59,14.00136,-114.99706,748.618,4.411,0.0456,44.65332526,0.158250744,0,3.750828729,0.007390161,7.341042,406.6958052,34.12097717,440.8167824,44.65332526,34.691,5.8141,27.204
14102,14,1,2,7/11/2018,20:43:59,14.00128,-114.99618,400.708,2.16,0.0428,34.61351777,0.451204131,0,2.949723757,0.006920839,7.3738325,414.3784101,5.691957418,420.0703675,34.61351777,34.785,9.2403,26.785
14103,14,1,3,7/11/2018,20:43:59,14.00136,-114.99592,324.567,0.817,0.0512,32.29579044,0.178396173,0,2.756353591,0.007218738,7.381255,377.2819009,27.69060366,404.9725046,32.29579044,34.826,10.02,26.686
14104,14,1,4,7/11/2018,20:43:59,14.00149,-114.99585,290.115,0.642,0.0553,31.50289999,0.22067039,0.011967248,2.872375691,0.009668827,7.385946,104.7791141,363.3622546,468.1413687,31.49093274,34.844,10.415,26.632
14105,14,1,5,7/11/2018,20:43:59,14.00147,-114.99571,255.472,0.651,0.0552,32.02798114,0.653565095,0.486458115,2.883425414,0.009143758,7.393593,18.92930478,487.600763,506.5300678,31.54152303,34.871,10.853,26.576
14106,14,1,6,7/11/2018,20:43:59,14.00134,-114.99551,220.158,0.635,0.0672,30.69217687,0.104321422,0.79508713,3.270165746,0.008698826,7.402691,23.4526254,554.2735832,577.7262086,29.89708974,34.898,11.271,26.521
14107,14,1,7,7/11/2018,20:43:59,14.0014,-114.99546,199.276,0.645,0.0604,32.84529135,1.285665413,0.358387571,2.872375691,0.007641546,7.408757,0,401.2983816,401.2983816,32.48690378,34.91,11.523,26.484
14108,14,1,8,7/11/2018,20:43:59,14.00141,-114.99537,179.388,0.625,0.0596,31.72258897,1.082527373,0.278605921,2.679005525,0.008066618,7.414478,28.15019067,496.9848009,525.1349916,31.44398305,34.915,11.811,26.433
14109,14,1,9,7/11/2018,20:43:59,14.00144,-114.99538,171.557,0.625,0.0621,30.01327347,0.001841766,0.421373084,2.557458564,0.007170133,7.417017,0,360.747031,360.747031,29.59190039,34.92,11.976,26.406
14110,14,1,10,7/11/2018,20:43:59,14.00138,-114.99524,165.276,0.607,0.0639,32.36862954,1.832438299,0.060256141,2.673480663,0.009697223,7.417543,40.48987973,320.1956803,360.68556,32.3083734,34.916,12.064,26.386
14111,14,1,11,7/11/2018,20:43:59,14.00144,-114.99524,158.723,0.625,0.068,28.0149485,0.77535232,0.43187067,3.795027624,0.007757569,7.41878,26.69287181,430.5273522,457.220224,27.58307783,34.926,12.245,26.359
14113,14,1,13,7/11/2018,20:43:59,14.00148,-114.99516,150.776,0.623,0.0596,28.51500918,0.625724236,0.532647491,2.557458564,0.007287203,7.421568,26.9287181,587.2600349,614.188753,27.98236169,34.917,12.358,26.33
14114,14,1,14,7/11/2018,20:43:59,14.00144,-114.9951,144.801,0.616,0.0682,26.41176564,0.490178028,1.162502624,2.54640884,0.006910212,7.42347,30.15488413,548.4522825,578.6071666,25.24926302,34.923,12.515,26.305
14115,14,1,15,7/11/2018,20:43:59,14.00142,-114.99508,138.963,0.569,0.0687,28.33450651,0.118843625,1.886836028,2.60718232,0.008903523,7.426239,14.85127603,525.3513365,540.2026125,26.44767048,34.938,12.781,26.263
14116,14,1,16,7/11/2018,20:43:59,14.00144,-114.99496,126.647,0.631,0.0599,22.96411652,0.582597487,1.443837917,2.618232044,0.008011742,7.433933,12.96274567,565.8124369,578.7751826,21.5202786,34.939,13.171,26.187
14117,14,1,17,7/11/2018,20:43:59,14.00144,-114.99492,109.534,0.705,0.084,25.36971948,0.47406045,0.030862902,2.386187845,0.00858106,7.447675,78.3150484,451.4099385,529.7249869,25.33885658,34.904,14.474,25.889
14118,14,1,18,7/11/2018,20:43:59,14.00144,-114.9948,79.296,25.182,0.0671,22.44009148,0.95756378,0.093848415,2.148618785,0.078329501,7.585047,257.3787034,203.9129237,461.2916271,22.34624307,34.762,18.902,24.744
14119,14,1,19,7/11/2018,20:43:59,14.00139,-114.99468,63.73,104.483,0.0822,13.26591048,0.229884949,1.338862062,1.28121547,0.137786662,7.765276,191.62511,384.8626803,576.4877903,11.92704842,34.503,22.414,23.609
14120,14,1,20,7/11/2018,20:43:59,14.0014,-114.99456,56.44,159.18,0.0857,5.555635127,0.087298362,0.629225278,0.651381215,0.137786662,7.9181585,229.274274,219.757509,449.031783,4.926409849,34.386,24.406,22.944
14121,14,1,21,7/11/2018,20:43:59,14.00138,-114.99448,50.598,194.017,0.083,1.588898738,0.040805759,0.410875499,0.214917127,0.007162642,8.058086,231.7612203,235.6020942,467.3633145,1.178023239,34.046,27.305,21.799
14122,14,1,22,7/11/2018,20:43:59,14.00128,-114.99428,40.408,194.129,0.0947,0.319434107,-999,0.011967248,0.225966851,0.007162642,8.07141,234.1144031,221.3190043,455.4334074,0.307466859,34.044,27.591,21.705
14123,14,1,23,7/11/2018,20:43:59,14.00122,-114.99414,33.022,191.985,0.0675,0.306328422,-999,0.022464833,0.314364641,0.007016654,8.070763,211.1880317,209.2863048,420.4743365,0.283863589,34.079,28.274,21.51
14124,14,1,24,7/11/2018,20:43:59,14.00126,-114.99402,1.946,191.842,0.0766,0.298657267,-999,0.007768213,0.297790055,0.012661057,8.067345,214.3965972,272.8483512,487.2449484,0.290889054,34.048,28.523,21.406
15201,15,2,1,7/12/2018,7:41:48,14.0014,-115.99084,1006.013,16.25,0.0418,36.84492739,0.519816631,0,3.195543175,0.021292892,7.353891,467.3514281,6.709202131,474.0606302,36.84492739,34.717,4.5126,27.377
15203,15,2,3,7/12/2018,7:41:48,14.00141,-115.99077,630.662,1.256,0.0544,27.01957047,0.009300919,0,3.340389972,0.005751903,7.34581,492.2336466,4.505689667,496.7393363,27.01957047,34.717,7.0567,27.06
15204,15,2,4,7/12/2018,7:41:48,14.00192,-115.99052,500.862,3.566,0.0497,37.98838471,0.223923323,0,3.111977716,0.006186146,7.366401,486.3815373,6.478984411,492.8605217,37.98838471,34.742,8.3643,26.889
15205,15,2,5,7/12/2018,7:41:48,14.00216,-115.99032,331.306,0.61,0.0569,21.26895133,0.058722203,0,2.911420613,0.005758675,7.37994,159.1627837,324.9687562,484.1315399,21.26895133,34.836,10.095,26.682
15206,15,2,6,7/12/2018,7:41:48,14.00214,-115.9903,300.27,0.637,0.0601,31.50024964,0.007184933,0.047177941,2.816713092,0.005074819,7.384734,80.84850724,361.6062619,442.4547691,31.4530717,34.849,10.373,26.643
15207,15,2,7,7/12/2018,7:41:48,14.0022,-115.99028,279.896,0.686,0.0523,31.17714428,0.925776606,0,2.8,0.006660217,7.393252,216.9582073,233.0461093,450.0043166,31.17714428,34.862,10.665,26.603
15208,15,2,8,7/12/2018,7:41:48,14.00229,-115.99023,260.519,1.099,0.0593,31.57672959,0.835361432,0,2.744289694,0.008493615,7.396549,334.9916415,164.0136815,499.005323,31.57672959,34.861,10.86,26.567
15209,15,2,9,7/12/2018,7:41:48,14.00238,-115.99016,240.875,0.73,0.0503,31.17205852,0.264031112,0,2.738718663,0.008334462,7.404815,264.4184581,212.7869499,477.205408,31.17205852,34.889,11.235,26.521
15210,15,2,10,7/12/2018,7:41:48,14.00258,-115.99008,230.331,0.605,0.058,30.91001501,0.046356762,0,2.772144847,0.007126709,7.408095,250.9019372,267.6445438,518.546481,30.91001501,34.897,11.365,26.503
15211,15,2,11,7/12/2018,7:41:48,14.00267,-115.99001,215.61,0.607,0.0599,30.66977608,0.399842215,0.319689789,2.683008357,0.005758836,7.411432,30.46687755,413.1092548,443.5761324,30.35008629,34.91,11.595,26.47
15212,15,2,12,7/12/2018,7:41:48,14.0028,-115.98992,200.846,0.561,0.0623,29.35962022,0.184528144,0.721456269,2.722005571,0.006932082,7.41722,16.78951257,584.0510984,600.840611,28.63816395,34.924,11.825,26.438
15213,15,2,13,7/12/2018,7:41:48,14.00289,-115.98982,175.865,0.597,0.0657,30.22046482,0.22846455,0.995045239,2.644011142,0.009549794,7.420687,0,572.6797639,572.6797639,29.22541958,34.937,12.162,26.383
15214,15,2,14,7/12/2018,7:41:48,14.003,-115.98974,151.775,0.62,0.0697,29.28991754,0.122918953,0.652520465,2.660724234,0.010298955,7.424736,0,555.840511,555.840511,28.63739708,34.919,12.733,26.259
15215,15,2,15,7/12/2018,7:41:48,14.00296,-115.98973,141.814,0.589,0.0604,28.7749229,0.315915816,0.52111159,2.638440111,0.007127193,7.429015,0,559.8083809,559.8083809,28.25381131,34.919,13.093,26.186
15216,15,2,16,7/12/2018,7:41:48,14.00294,-115.98974,128.832,0.604,0.0747,26.23720414,0.46393021,0.230288669,2.671866295,0.00640367,7.432671,0,548.0015484,548.0015484,26.00691547,34.916,13.423,26.117
15217,15,2,17,7/12/2018,7:41:48,14.00304,-115.9897,121.565,0.744,0.0784,25.86864709,1.151314529,0.032098234,2.566016713,0.007449529,7.438031,153.3948371,420.7393787,574.1342158,25.83654886,34.871,14.618,25.833
15218,15,2,18,7/12/2018,7:41:48,14.00301,-115.98971,116.117,0.814,0.0713,28.39844823,0.473256788,0.064411891,2.493593315,0.007336171,7.4476785,261.5419659,302.7194426,564.2614085,28.33403634,34.857,15.017,25.735
15219,15,2,19,7/12/2018,7:41:48,14.00304,-115.9897,109.229,0.849,0.0665,26.56580268,0.451668527,0.08595433,2.515877437,0.035619679,7.459645,249.0316562,316.1714894,565.2031456,26.47984835,34.856,15.556,25.615
15220,15,2,20,7/12/2018,7:41:48,14.00304,-115.9897,105.185,1.267,0.0581,25.57830022,0.779498143,0.094571305,2.471309192,0.048345749,7.466163,295.1191207,249.4435304,544.5626511,25.48372892,34.809,16.236,25.424
15221,15,2,21,7/12/2018,7:41:48,14.00308,-115.98968,95.155,11.166,0.0777,23.96182265,0.308400238,0.022404136,2.295821727,0.009746356,7.494667,230.1923157,281.1864899,511.3788056,23.93941851,34.681,17.272,25.085
15222,15,2,22,7/12/2018,7:41:48,14.00321,-115.9896,85.732,91.471,0.0783,10.0514929,0.389727478,0.758078414,1.379387187,0.018592138,7.712613,253.7129696,250.0241943,503.7371639,9.293414486,34.531,19.671,24.374
15223,15,2,23,7/12/2018,7:41:48,14.00334,-115.98951,74.443,202.927,0.0727,0,-999,0.006247307,0.320891365,0.006571207,7.95711,253.436168,226.1201974,479.5563654,-0.006247307,34.426,21.826,23.717
15224,15,2,24,7/12/2018,7:41:48,14.0036,-115.98921,10.367,194.411,0.0588,0.688971066,-999,0,0.198328691,0.005140125,8.060116,267.7419474,217.2166844,484.9586318,0.688971066,34.138,27.256,21.882
16101,16,1,1,7/12/2018,16:51:10,15.00152,-116.99872,401.759,4.555,0.0574,35.44696677,0.072194906,0,3.110986547,0.008843686,7.363874,446.2359556,15.16148129,461.3974369,35.44696677,34.711,8.5057,26.843
16102,16,1,2,7/12/2018,16:51:10,15.00186,-116.99858,350.965,2.852,0.078,33.10391806,0.462539803,0,2.998878924,0.019343073,7.367005,416.3638274,7.662961258,424.0267887,33.10391806,34.744,9.1012,26.775
16103,16,1,3,7/12/2018,16:51:10,15.00205,-116.99835,323.341,1.507,0.0561,30.52262482,0.553275516,0,2.906390135,0.006994002,7.369408,385.5771318,71.466158,457.0432898,30.52262482,34.77,9.553,26.722
16104,16,1,4,7/12/2018,16:51:10,15.00202,-116.99814,290.969,0.941,0.0377,28.0623265,0.104139525,0,2.914798206,0.006994002,7.37393,215.0093745,272.4133395,487.422714,28.0623265,34.795,10.052,26.657
16105,16,1,5,7/12/2018,16:51:10,15.00189,-116.99811,272.624,0.655,0.0563,21.44578001,1.128952684,0.189669953,2.8867713,0.005031121,7.377623,43.41109238,437.5123331,480.9234255,21.25611006,34.817,10.287,26.634
16106,16,1,6,7/12/2018,16:51:10,15.00174,-116.99781,246.003,0.628,0.0626,25.31821275,0.889762742,0.048221174,2.864349776,0.00572449,7.384545,14.68170588,520.9169243,535.5986302,25.26999158,34.836,10.582,26.597
16107,16,1,7,7/12/2018,16:51:10,15.0017,-116.99766,219.851,0.607,0.0481,24.79848313,1.417815062,0,2.74103139,0.004984036,7.394728,130.8841349,323.6861146,454.5702495,24.79848313,34.857,11.064,26.527
16108,16,1,8,7/12/2018,16:51:10,15.00168,-116.99764,200.01,0.746,0.0467,24.4882638,1.139528026,0,2.718609865,0.005146253,7.400338,119.0976241,358.3174373,477.4150614,24.4882638,34.864,11.379,26.475
16109,16,1,9,7/12/2018,16:51:10,15.00161,-116.99774,185.031,0.605,0.0344,25.99338179,0.531273505,0,2.729820628,0.006392383,7.407398,116.8327138,342.2350852,459.067799,25.99338179,34.876,11.754,26.414
